source	matched_on	person:name	person:alias	person:org	person:role	person:title	person:rank
3b321757-557f-4af7-a20d-d30ecee55bd6	name	Ahmadu Mohammed	Mohammed Abdulkadir ; Abdulkadir ; A Mohammed	7 Division	Commander	General Officer Commanding	Major General
3dcb84f0-dcf7-4bab-9770-78a627ca5630	name	M. M. Yerima		82 Division	Army Public Relations Officer	Assistant Director Army Public Relations	Major
3f8dfc80-4dcc-41a1-880e-0828c3f2cdd5	alias	Obi Abel Umahi	Obi Abel Omahi;Obi A. Umahi;Obi Omahi;Abel Umahi;Obi Umahie;OA Umahi;Obi Umahi;Unahi Obi	81 Division	Commander	General Officer Commanding	Major General
3fd28aae-88ff-45bc-b066-171d60d04282	name	Mohammed Mu'Azu	Mohammed Mu’azu	Seme Police Division	Commander	Divisional Police Officer	Chief Superintendent of Police
431d003c-096b-4bd1-b02b-e4676519d2d4	name	Adamu Baba Abubakar	Adamu Abubakar	82 Division	Commander	General Officer Commanding	Major General
4600bd9e-961a-4261-93ef-abd67c71cdfd	name	Ishiaku Dikko	Ishiaku ; I.A. Dikko	22 Armoured Brigade	Commander	General Officer Commanding	Brigadier General
4600bd9e-961a-4261-93ef-abd67c71cdfd	alias	Ishiaku Dikko	Ishiaku ; I.A. Dikko	22 Armoured Brigade	Commander	General Officer Commanding	Brigadier General
46765dc0-78a8-4266-a8f3-8ebb44108685	name	Saleh Maina	S. Maina	3 Armoured Division	Commander	General Officer Commanding	Major General
47392e3d-3c5f-4610-b2ec-173a0c29cce8	name	Adamu Baba Abubakar	Adamu Abubakar	82 Division	Commander	General Officer Commanding	Major General
47a1f85c-73b4-47f1-a6b5-1e82f3da010f	alias	Victor Okwudili Ezugwu	Victor Ezeugwu ; Victor Ezugwu ; Victor Ezeogu ; Victor Ezeaogu ; VO Ezeugwu ; Victor Ezugu	7 Division	Commander	General Officer Commanding	Brigadier General
493ac34f-6d9a-40ff-9843-5d7de6d3525c	alias	Abdulrahman Danbazzau	AB Dambazau ; Abdulrahaman Dambazau ; AB Danabazzau ; Abuja Danbazzau	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
4a0c555c-07b3-421a-aebe-3dc5f3d7b509	alias	Adeniyi Oyabade	Adeniyi Oyebade	1 Mechanised Division	Commander	General Officer Commanding	Major General
4a932064-c445-4131-b111-ceb09aade8a1	alias	Obida T. Ethnan	Obidah T. Ethan ; Obidah Ethan ; O. T. Etan ; OT Ethan	7 Division	Commander	General Officer Commanding	Major General
4bf889e9-d881-4295-a498-6e3dfaa40d1b	name	Azubuike Onyeabo Ihejirika	Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
4bf889e9-d881-4295-a498-6e3dfaa40d1b	name	Azubuike Onyeabo Ihejirika	Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika	Nigerian Army	Commander	Chief of Army Staff	Lieutenant General
4da481e7-b4f8-4118-9fd1-517ed10ca755	name	Kasimu Abdulkarim	Hamisu Abdulkarim	6 Division	Commander	General Officer Commanding	Major General
4e3d8ee6-72f6-4bb8-92f6-d98d656e6ac7	name	A.T. Lawal		3 Battalion	Commander	Commanding Officer	Lieutenant Colonel
4fa3bcd2-604e-4637-943b-46e9c259198d	name	Moses Obi	MB Obi	1 Mechanised Division	Commander	General Officer Commanding	Major General
4fa3bcd2-604e-4637-943b-46e9c259198d	alias	Abdul Hafeez Adewuyi	AG Adewuyi ; S. Adewuyi	82 Division	Commander	General Officer Commanding	Major General
4fa3bcd2-604e-4637-943b-46e9c259198d	alias	Olakunle Akinyemi	Olayinka Akinyemi ; Ola Akinyemi ; O Akinyemi ; B. Akinyemi ; O. Akinyemi	3 Armoured Division	Commander	General Officer Commanding	Major General
50039396-b172-4181-bfe6-17749c1b522c	alias	Obi Abel Umahi	Obi Abel Omahi;Obi A. Umahi;Obi Omahi;Abel Umahi;Obi Umahie;OA Umahi;Obi Umahi;Unahi Obi	81 Division	Commander	General Officer Commanding	Major General
50fffcf6-562a-49a1-bd85-416805735fbb	name	Okey Ofoedu		Oji River Police Division	Commander	Divisional Police Officer	Superintendent of Police
546826b0-3d58-4a16-904c-ec001189b28e	alias	Azubuike Onyeabo Ihejirika	Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
546826b0-3d58-4a16-904c-ec001189b28e	alias	Azubuike Onyeabo Ihejirika	Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika	Nigerian Army	Commander	Chief of Army Staff	Lieutenant General
550e0f4b-80a6-4c5a-8574-20857d90b8c1	alias	Ibrahim Attahiru	I. Attahiru ; I Attahiru	82 Division	Commander	General Officer Commanding	Major General
5719e8e1-6caf-4e8d-8365-6e92e50ed7a9	name	Texas Chukwu		Directorate of Army Public Relations	Commander	Director of Army Public Relations	Brigadier General
582d5933-38ab-4137-bc30-3fc7a4334fbd	name	Ibrahim Attahiru	I. Attahiru ; I Attahiru	82 Division	Commander	Acting General Officer Commanding	Brigadier General
583d202d-efa3-47bf-ba48-e0e7957872a1	name	Tanko Abdu	TN Abdu	81 Division	Commander	General Officer Commanding	Major General
5b2121b2-58db-469b-baa8-8db9fa712fa5	alias	Emeka CG Nwanguna	Eugene Nwanguma ; Eugene Nwanjuma	81 Division	Commander	General Officer Commanding	Major General
5ba0e7eb-ff89-4fd6-9265-48777fab92a4	alias	Tukur Yusufu Buratai	Tukur Buratai;Tukur Yusuf Buratai;Yusuf Tukur Buratai;T.Y. Buratai;Tukur Y. Buratai;Yusuf Buratai;TY Buratai	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
5ba0e7eb-ff89-4fd6-9265-48777fab92a4	alias	Tukur Yusufu Buratai	Tukur Buratai;Tukur Yusuf Buratai;Yusuf Tukur Buratai;T.Y. Buratai;Tukur Y. Buratai;Yusuf Buratai;TY Buratai	Nigerian Army	Commander	Chief of Army Staff	Lieutenant General
5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7	name	Azugaku Tsota Umuru		Defence Headquarters	Director of Administration	Director of Administration	Major General
5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7	name	Oluseyin Petinrin	Oluseyi Petirin	Defence Headquarters	Commander	Chief of Defence Staff	Air Marshal
5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7	alias	Azubuike Onyeabo Ihejirika	Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7	alias	Azubuike Onyeabo Ihejirika	Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika	Nigerian Army	Commander	Chief of Army Staff	Lieutenant General
61dea0fe-8477-40bb-9624-4f908b2fd31d	name	Noble Uwoh		Edo State Police Command	Public Relations Officer	Public Relations Officer	Deputy Superintendent of Police
63a99be1-b2c5-46c2-b8c8-2e37965df0e9	alias	John Zaruwa	J.S. Zaruwa ; Zaruwa ; Mohammed Zaruwa ; JS Zaruwa ; JS Zaruw	3 Armoured Division	Commander	General Officer Commanding	Major General
6456cde9-9790-4d96-824e-01afe3e5f1d6	alias	Yusha'u Mahmood Abubakar	Yusha'u Abubakar ; Yushau Abubakar	Operation Lafiya Dole	Commander	Theatre Commander	Major General
65c4fd99-6206-4009-80c0-d1a8d1519c3c	name	Rowland Omatoje		Fegge Police Division	Commander	Divisional Police Officer	Chief Superintendent of Police
68580e8b-12ac-4cb6-84e7-30e637dacfc8	name	Owoye Andrew Azazi	Andrew Azazi ; OA Azazi ; Owoye Azazi; Owoye Azazi ; Patrick Owoeye Azazi ; A. O. Azazi	Defence Headquarters	Commander	Chief of Defence Staff	General
68580e8b-12ac-4cb6-84e7-30e637dacfc8	alias	Owoye Andrew Azazi	Andrew Azazi ; OA Azazi ; Owoye Azazi; Owoye Azazi ; Patrick Owoeye Azazi ; A. O. Azazi	Defence Headquarters	Commander	Chief of Defence Staff	General
68b26bfc-1cb5-4148-aafa-616046a795f6	alias	Jack Okechukwu Nwaogbo	Jack O. Nwaogbo ; Jack Nwaogbo ; Jack Nwogbo ; Jack Nwaoga ; J. O. Nwaogbo ; Nwoga ; Okechukwu Nwaogbo	3 Armoured Division	Commander	General Officer Commanding	Major General
6a288100-b0d0-4fa6-8d69-089e22d15c75	alias	Tamunomieibi I. Dibi	Tamunomieibi Dibi ; Tamunomeibi Dibi ; Tanmi Dibi ; T.I. Debi ; TI Dibi ; Tammy Dibi	81 Division	Commander	General Officer Commanding	Major General
6a622827-3f0b-47e8-a818-231c52513171	alias	Ahmadu Mohammed	Mohammed Abdulkadir ; Abdulkadir ; A Mohammed	7 Division	Commander	General Officer Commanding	Major General
6a860be0-0a84-42d9-993b-cff99ea0e65e	alias	Stephenson Olabanji	Stevenson Olabanji ; AO Olabanji	8 Task Force Division	Commander	Acting General Officer Commanding	Brigadier General
6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8	alias	Tukur Yusufu Buratai	Tukur Buratai;Tukur Yusuf Buratai;Yusuf Tukur Buratai;T.Y. Buratai;Tukur Y. Buratai;Yusuf Buratai;TY Buratai	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8	alias	Tukur Yusufu Buratai	Tukur Buratai;Tukur Yusuf Buratai;Yusuf Tukur Buratai;T.Y. Buratai;Tukur Y. Buratai;Yusuf Buratai;TY Buratai	Nigerian Army	Commander	Chief of Army Staff	Lieutenant General
6af2a7d0-5d62-446a-9d26-e4bfba227805	name	Lamidi Adeosun	Adeosun;LO Adeosun;O Adeosun	7 Division	Commander	General Officer Commanding	Major General
6d8d6c4d-317e-4f9f-bbf0-35e190c15374	alias	Oluwaseun Olayinka Oshinowo	Oluwaseun Oshinowo ; OO Oshinowo ; O.O Oshinowo ; O.O. Oshinowo ; Oluwaseun O. Oshinowo ; Oluwaseun Oshinowo ; Olayinka Oshinowo ; Oluwaseun O. Oshinowo	82 Division	Commander	General Officer Commanding	Major General
6e156214-f890-42e3-9a93-801634eb1c6d	alias	Sunday Idoko	Idoko ; Sunday O. Idoko ; S.O Idoko	3 Armoured Division	Commander	General Officer Commanding	Major General
6e156214-f890-42e3-9a93-801634eb1c6d	alias	Joseph Shoboiki	J.O Shoboiki ; Shoboiki ; J.O Shobeke	1 Mechanised Division	Commander	General Officer Commanding	Major General
6e34fc31-810c-4002-94ff-b981081110cf	name	Emmanuel Abejirin	EF Abejirin ; E.F. Abejerin	2 Mechanised Division	Commander	General Officer Commanding	Major General
70c81080-0535-42f6-99aa-d3295f432a9d	alias	Alex Sabunduh Badeh	Alex Badeh ; Alex Sabundu Badeh	Defence Headquarters	Commander	Chief of Defence Staff	Air Chief Marshal
70c81080-0535-42f6-99aa-d3295f432a9d	alias	Garba Ayodele Wahab	GA Wahab ; Garba Wahab ; Gani Wahab ; Garba A. Wahab	1 Mechanised Division	Commander	General Officer Commanding	Major General
747ea676-8906-4d75-b0ae-740939e7c61d	name	AE Okpere		Tactical Air Command	Commander	Air Officer Commanding	Air Vice Marshal
747ea676-8906-4d75-b0ae-740939e7c61d	name	AH Lawal		Tactical Air Command	Commander	Air Officer Commanding	Group Captain
747ea676-8906-4d75-b0ae-740939e7c61d	name	AH Lawal		Tactical Air Command	Commander	Air Officer Commanding	Air Commodore
747ea676-8906-4d75-b0ae-740939e7c61d	name	C Onyemaobi		Tactical Air Command	Commander	Air Officer Commanding	Air Vice Marshal
747ea676-8906-4d75-b0ae-740939e7c61d	name	CAE Dada		Tactical Air Command	Commander	Air Officer Commanding	Air Commodore
747ea676-8906-4d75-b0ae-740939e7c61d	name	CO Onugha		Tactical Air Command	Commander	Air Officer Commanding	Air Vice Marshal
747ea676-8906-4d75-b0ae-740939e7c61d	name	CU Ugah		Tactical Air Command	Commander	Air Officer Commanding	Air Vice Marshal
747ea676-8906-4d75-b0ae-740939e7c61d	name	EE Edem		Tactical Air Command	Commander	Air Officer Commanding	Air Commodore
747ea676-8906-4d75-b0ae-740939e7c61d	name	EE Edem		Tactical Air Command	Commander	Air Officer Commanding	Air Vice Marshal
747ea676-8906-4d75-b0ae-740939e7c61d	name	EO Adeleye		Tactical Air Command	Commander	Air Officer Commanding	Air Commodore
747ea676-8906-4d75-b0ae-740939e7c61d	name	FG Dilli		Tactical Air Command	Commander	Air Officer Commanding	Air Vice Marshal
747ea676-8906-4d75-b0ae-740939e7c61d	name	FO Gbadebo		Tactical Air Command	Commander	Air Officer Commanding	Air Vice Marshal
747ea676-8906-4d75-b0ae-740939e7c61d	name	GA Osho		Tactical Air Command	Commander	Air Officer Commanding	Air Commodore
747ea676-8906-4d75-b0ae-740939e7c61d	name	GB Odesola		Tactical Air Command	Commander	Air Officer Commanding	Air Vice Marshal
747ea676-8906-4d75-b0ae-740939e7c61d	name	IM Alfa		Tactical Air Command	Commander	Air Officer Commanding	Group Captain
747ea676-8906-4d75-b0ae-740939e7c61d	name	IM Alfa		Tactical Air Command	Commander	Air Officer Commanding	Air Commodore
747ea676-8906-4d75-b0ae-740939e7c61d	name	JO Babalola		Tactical Air Command	Commander	Air Officer Commanding	Air Vice Marshal
747ea676-8906-4d75-b0ae-740939e7c61d	name	JO Okoiye		Tactical Air Command	Commander	Air Officer Commanding	Air Commodore
747ea676-8906-4d75-b0ae-740939e7c61d	name	MAD Bello		Tactical Air Command	Commander	Air Officer Commanding	Air Commodore
747ea676-8906-4d75-b0ae-740939e7c61d	name	NE Eduok		Tactical Air Command	Commander	Air Officer Commanding	Air Commodore
747ea676-8906-4d75-b0ae-740939e7c61d	name	NN Dilli		Tactical Air Command	Commander	Air Officer Commanding	Air Vice Marshal
747ea676-8906-4d75-b0ae-740939e7c61d	name	NO Yussuf		Tactical Air Command	Commander	Air Officer Commanding	Air Commodore
747ea676-8906-4d75-b0ae-740939e7c61d	name	SA Atawodi		Tactical Air Command	Commander	Air Officer Commanding	Air Commodore
747ea676-8906-4d75-b0ae-740939e7c61d	name	SA Atawodi		Tactical Air Command	Commander	Air Officer Commanding	Air Vice Marshal
747ea676-8906-4d75-b0ae-740939e7c61d	name	WI Aleyideino		Tactical Air Command	Commander	Air Officer Commanding	Air Commodore
747ea676-8906-4d75-b0ae-740939e7c61d	alias	Paul Dike	PC Dike	Tactical Air Command	Commander	Air Officer Commanding	Air Vice Marshal
749e748d-a349-4c45-b524-f174d70909c8	alias	Fatai Oladipo Alli	Fatai Alli ; F.O. Alli ; F.O.Alli ; FO Ali	3 Armoured Division	Commander	General Officer Commanding	Major General
763e05ec-a66a-46fb-a691-223339e19272	name	Ibrahim Attahiru	I. Attahiru ; I Attahiru	82 Division	Commander	General Officer Commanding	Major General
76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1	name	Texas Chukwu		Directorate of Army Public Relations	Commander	Director of Army Public Relations	Brigadier General
76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1	name	AG Nora		21 Special Forces Brigade	Commander	Acting Commander	Colonel
76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1	name	AG Nora		21 Armoured Brigade	Commander	Acting Commander	Colonel
76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1	alias	Tukur Yusufu Buratai	Tukur Buratai;Tukur Yusuf Buratai;Yusuf Tukur Buratai;T.Y. Buratai;Tukur Y. Buratai;Yusuf Buratai;TY Buratai	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1	alias	Tukur Yusufu Buratai	Tukur Buratai;Tukur Yusuf Buratai;Yusuf Tukur Buratai;T.Y. Buratai;Tukur Y. Buratai;Yusuf Buratai;TY Buratai	Nigerian Army	Commander	Chief of Army Staff	Lieutenant General
76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1	alias	Abdulmalik Bulama Biu	Bulama Biu;Abdulmalik Biu	7 Division	Commander	Acting General Officer Commanding	Brigadier General
7a278f4a-c006-466b-916b-2da69632e1bd	name	Ibrahim Attahiru	I. Attahiru ; I Attahiru	82 Division	Commander	General Officer Commanding	Major General
7c04f0e2-2348-4379-a7bf-6ca7a1ab5dea	alias	Adamu Baba Abubakar	Adamu Abubakar	82 Division	Commander	General Officer Commanding	Major General
7c4a1206-effb-4695-a475-5b2743fe6922	name	Mohammed Abubakar	MD Abubakar ; M.D. Abubakar ; M.D Abubakar ; MD Mohammed	2 Mechanised Division	Commander	General Officer Commanding	Major General
7d66c675-67e2-4584-9b90-da798423a43f	alias	Azubuike Onyeabo Ihejirika	Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
7d66c675-67e2-4584-9b90-da798423a43f	alias	Azubuike Onyeabo Ihejirika	Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika	Nigerian Army	Commander	Chief of Army Staff	Lieutenant General
7f1d5ba0-9dc6-41fe-ba67-20755f94f191	alias	Mohammed Sani Ali	M.S.A. Aliyu ; MSA Aliyu ; Aliyu Aliyu	3 Armoured Division	Commander	Acting General Officer Commanding	Brigadier General
7f1edbe1-3c12-45ac-bd31-f33c4a56824c	name	Texas Chukwu		Directorate of Army Public Relations	Commander	Director of Army Public Relations	Brigadier General
800315da-3405-4865-ad8c-0246a1669b6d	alias	Kenneth Tobia Minimah	Kenneth Minima ; KTJ Minimah ; Kenneth T.J Minimah ; Kenneth Minimah ; Keneth T.J Minimah ; Ken Minima ; Kelvin Miminah	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
827dc295-f0d2-4c9e-9f78-6006dc87fb70	alias	Adebayor Olanniyi	Adebayo Olaniyi ; Adebayor Olaniyi	82 Division	Commander	General Officer Commanding	Major General
8287b786-f4c9-40d0-a333-daad5a2ad08f	name	Chris Olukolade		Defence Headquarters	Director of Defence Information	Director of Defence Information	Major General
829dcb6f-b0c7-40d8-85b0-d4f9d57aef5d	alias	Muhammed Idris Yusuf	Idris Mohammed Yusuf ; Ibrahim Yusuf ; Mohammed Idris Yusuf ; Mohammed Yusuf	21 Armoured Brigade	Commander	Acting Commander	Colonel
829dcb6f-b0c7-40d8-85b0-d4f9d57aef5d	alias	Muhammed Idris Yusuf	Idris Mohammed Yusuf ; Ibrahim Yusuf ; Mohammed Idris Yusuf ; Mohammed Yusuf	21 Armoured Brigade	Commander	Acting Commander	Brigadier General
850e420d-1511-4d0a-82fc-a717d59924ae	alias	Tukur Yusufu Buratai	Tukur Buratai;Tukur Yusuf Buratai;Yusuf Tukur Buratai;T.Y. Buratai;Tukur Y. Buratai;Yusuf Buratai;TY Buratai	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
850e420d-1511-4d0a-82fc-a717d59924ae	alias	Tukur Yusufu Buratai	Tukur Buratai;Tukur Yusuf Buratai;Yusuf Tukur Buratai;T.Y. Buratai;Tukur Y. Buratai;Yusuf Buratai;TY Buratai	Nigerian Army	Commander	Chief of Army Staff	Lieutenant General
8989202e-9d26-4da2-b0c5-61867a645b84	name	Jack Okechukwu Nwaogbo	Jack O. Nwaogbo ; Jack Nwaogbo ; Jack Nwogbo ; Jack Nwaoga ; J. O. Nwaogbo ; Nwoga ; Okechukwu Nwaogbo	3 Armoured Division	Commander	General Officer Commanding	Major General
8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1	alias	Azubuike Onyeabo Ihejirika	Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1	alias	Azubuike Onyeabo Ihejirika	Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika	Nigerian Army	Commander	Chief of Army Staff	Lieutenant General
8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1	alias	Obi Abel Umahi	Obi Abel Omahi;Obi A. Umahi;Obi Omahi;Abel Umahi;Obi Umahie;OA Umahi;Obi Umahi;Unahi Obi	81 Division	Commander	General Officer Commanding	Major General
8e93f9fe-9bb5-4143-86e5-c6950d62eedf	alias	Adebayor Olanniyi	Adebayo Olaniyi ; Adebayor Olaniyi	82 Division	Commander	General Officer Commanding	Major General
90050408-1e9c-4d11-ab4b-e978bb4aab6a	alias	Kenneth Osuji	KC Osuji ; K.C Osuji	1 Mechanised Division	Commander	General Officer Commanding	Major General
9020c232-c6a9-4946-9eb4-35161ffdec5b	alias	Owoye Andrew Azazi	Andrew Azazi ; OA Azazi ; Owoye Azazi; Owoye Azazi ; Patrick Owoeye Azazi ; A. O. Azazi	Defence Headquarters	Commander	Chief of Defence Staff	General
91f51be6-def2-464f-b0a7-1743f3c93cb5	alias	Garba Ayodele Wahab	GA Wahab ; Garba Wahab ; Gani Wahab ; Garba A. Wahab	1 Mechanised Division	Commander	General Officer Commanding	Major General
92167d54-96bb-4dcb-90aa-b185584c5c25	name	Unsaid Bindawa	Junaid Bindawa;Bindawa;JS Bindawa;Bindawa;Unsaid Bindawa	7 Division	Commander	General Officer Commanding	Major General
92167d54-96bb-4dcb-90aa-b185584c5c25	name	John Zaruwa	J.S. Zaruwa ; Zaruwa ; Mohammed Zaruwa ; JS Zaruwa ; JS Zaruw	3 Armoured Division	Commander	General Officer Commanding	Major General
92167d54-96bb-4dcb-90aa-b185584c5c25	alias	Shehu Yusuf	S. Yusuf ; S YUSUF	82 Division	Commander	General Officer Commanding	Major General
92167d54-96bb-4dcb-90aa-b185584c5c25	alias	Tamunomieibi I. Dibi	Tamunomieibi Dibi ; Tamunomeibi Dibi ; Tanmi Dibi ; T.I. Debi ; TI Dibi ; Tammy Dibi	81 Division	Commander	General Officer Commanding	Major General
92167d54-96bb-4dcb-90aa-b185584c5c25	alias	Unsaid Bindawa	Junaid Bindawa;Bindawa;JS Bindawa;Bindawa;Unsaid Bindawa	7 Division	Commander	General Officer Commanding	Major General
92167d54-96bb-4dcb-90aa-b185584c5c25	alias	Emmanuel Abejirin	EF Abejirin ; E.F. Abejerin	2 Mechanised Division	Commander	General Officer Commanding	Major General
92167d54-96bb-4dcb-90aa-b185584c5c25	alias	Kenneth Osuji	KC Osuji ; K.C Osuji	1 Mechanised Division	Commander	General Officer Commanding	Major General
92afd7db-26be-4eed-b0b6-4b18eb521df0	alias	Victor Okwudili Ezugwu	Victor Ezeugwu ; Victor Ezugwu ; Victor Ezeogu ; Victor Ezeaogu ; VO Ezeugwu ; Victor Ezugu	7 Division	Commander	General Officer Commanding	Brigadier General
92afd7db-26be-4eed-b0b6-4b18eb521df0	alias	Victor Okwudili Ezugwu	Victor Ezeugwu ; Victor Ezugwu ; Victor Ezeogu ; Victor Ezeaogu ; VO Ezeugwu ; Victor Ezugu	7 Division	Commander	Acting Commander	Brigadier General
93601bd5-e894-4699-85d4-f6bebcf55ab8	name	Sunday Idoko	Idoko ; Sunday O. Idoko ; S.O Idoko	3 Armoured Division	Commander	General Officer Commanding	Major General
949241ed-6b48-4dfe-a7d3-aad59ce53b73	alias	Tukur Yusufu Buratai	Tukur Buratai;Tukur Yusuf Buratai;Yusuf Tukur Buratai;T.Y. Buratai;Tukur Y. Buratai;Yusuf Buratai;TY Buratai	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
949241ed-6b48-4dfe-a7d3-aad59ce53b73	alias	Tukur Yusufu Buratai	Tukur Buratai;Tukur Yusuf Buratai;Yusuf Tukur Buratai;T.Y. Buratai;Tukur Y. Buratai;Yusuf Buratai;TY Buratai	Nigerian Army	Commander	Chief of Army Staff	Lieutenant General
95685004-1904-4e0b-b5ac-f13aa795dc44	alias	Abdulrahman Danbazzau	AB Dambazau ; Abdulrahaman Dambazau ; AB Danabazzau ; Abuja Danbazzau	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
96b4be35-d114-4d2e-a6f2-b02f0fa7532f	name	Fatai Oladipo Alli	Fatai Alli ; F.O. Alli ; F.O.Alli ; FO Ali	3 Armoured Division	Commander	General Officer Commanding	Major General
96b4be35-d114-4d2e-a6f2-b02f0fa7532f	alias	Fatai Oladipo Alli	Fatai Alli ; F.O. Alli ; F.O.Alli ; FO Ali	3 Armoured Division	Commander	General Officer Commanding	Major General
96b4be35-d114-4d2e-a6f2-b02f0fa7532f	alias	John Zaruwa	J.S. Zaruwa ; Zaruwa ; Mohammed Zaruwa ; JS Zaruwa ; JS Zaruw	3 Armoured Division	Commander	General Officer Commanding	Major General
96c03f26-869e-4967-80c0-0e2de256d730	alias	Owoye Andrew Azazi	Andrew Azazi ; OA Azazi ; Owoye Azazi; Owoye Azazi ; Patrick Owoeye Azazi ; A. O. Azazi	Defence Headquarters	Commander	Chief of Defence Staff	General
9765187c-ccfc-4ad5-8df2-13dd99a99a6a	alias	Oluwaseun Olayinka Oshinowo	Oluwaseun Oshinowo ; OO Oshinowo ; O.O Oshinowo ; O.O. Oshinowo ; Oluwaseun O. Oshinowo ; Oluwaseun Oshinowo ; Olayinka Oshinowo ; Oluwaseun O. Oshinowo	82 Division	Commander	General Officer Commanding	Major General
